sample_id,location,adm_level,country,country_code,longitude,latitude,collection_context,date_of_collection,collection_method,dna_extraction_method,species,dna_concentration,sex_call,cohort,cohort_colour,coarse_cohort,coarse_cohort_colour,mitochondrial_id,3La,3Ra,3Rb,2Ra,2Rh
VBS17703,Uradi,"Bungoma County,",Kenya,KEN,34.543,0.98,Outdoor,2016-10-01,Deepers,Collins et al 1987,Anopheles funestus s.s,1.063,F,Kenya_Western-Prov,#9467bd,EQ_east,#9467bd,funestus-lineageI-clusterB,minus,minus,minus,minus,plus
VBS17704,Uradi,"Bungoma County,",Kenya,KEN,34.543,0.98,Outdoor,2016-10-01,Deepers,Collins et al 1987,Anopheles funestus s.s,0.972,F,Kenya_Western-Prov,#9467bd,EQ_east,#9467bd,funestus-lineageI-clusterB,minus,het,minus,minus,plus
VBS17705,Uradi,"Bungoma County,",Kenya,KEN,34.543,0.98,Outdoor,2016-10-01,Deepers,Collins et al 1987,Anopheles funestus s.s,0.443,F,Kenya_Western-Prov,#9467bd,EQ_east,#9467bd,funestus-lineageI-clusterB,minus,minus,minus,minus,plus
VBS17706,Uradi,"Bungoma County,",Kenya,KEN,34.543,0.98,Outdoor,2016-10-01,Deepers,Collins et al 1987,Anopheles funestus s.s,0.395,F,Kenya_Western-Prov,#9467bd,EQ_east,#9467bd,funestus-lineageI-clusterB,plus,minus,minus,het,het
VBS17707,Uradi,"Bungoma County,",Kenya,KEN,34.543,0.98,Outdoor,2016-10-01,Deepers,Collins et al 1987,Anopheles funestus s.s,1.138,F,Kenya_Western-Prov,#9467bd,EQ_east,#9467bd,funestus-lineageI-clusterB,het,minus,minus,het,plus
VBS17709,Uradi,"Bungoma County,",Kenya,KEN,34.543,0.98,Outdoor,2016-10-01,Deepers,Collins et al 1987,Anopheles funestus s.s,0.97,F,Kenya_Western-Prov,#9467bd,EQ_east,#9467bd,funestus-lineageI-clusterB,minus,minus,minus,minus,plus
VBS17710,Uradi,"Bungoma County,",Kenya,KEN,34.543,0.98,Outdoor,2016-10-01,Deepers,Collins et al 1987,Anopheles funestus s.s,0.781,F,Kenya_Western-Prov,#9467bd,EQ_east,#9467bd,funestus-lineageI-clusterB,minus,minus,minus,minus,plus
VBS17711,Uradi,"Bungoma County,",Kenya,KEN,34.543,0.98,Outdoor,2016-10-01,Deepers,Collins et al 1987,Anopheles funestus s.s,0.69,F,Kenya_Western-Prov,#9467bd,EQ_east,#9467bd,funestus-lineageI-clusterB,minus,minus,minus,minus,plus
VBS17714,Uradi,"Bungoma County,",Kenya,KEN,34.543,0.98,Outdoor,2016-10-01,Deepers,Collins et al 1987,Anopheles funestus s.s,0.686,F,Kenya_Western-Prov,#9467bd,EQ_east,#9467bd,funestus-lineageI-clusterB,het,het,het,het,plus
VBS17715,Uradi,"Bungoma County,",Kenya,KEN,34.543,0.98,Outdoor,2016-10-01,Deepers,Collins et al 1987,Anopheles funestus s.s,1.718,F,Kenya_Western-Prov,#9467bd,EQ_east,#9467bd,funestus-lineageI-clusterB,het,het,minus,minus,plus
VBS17716,Uradi,"Bungoma County,",Kenya,KEN,34.543,0.98,Outdoor,2016-10-01,Deepers,Collins et al 1987,Anopheles funestus s.s,0.4,F,Kenya_Western-Prov,#9467bd,EQ_east,#9467bd,funestus-lineageI-clusterB,het,minus,minus,het,plus
VBS17717,Uradi,"Bungoma County,",Kenya,KEN,34.543,0.98,Outdoor,2016-10-01,Deepers,Collins et al 1987,Anopheles funestus s.s,3.586,F,Kenya_Western-Prov,#9467bd,EQ_east,#9467bd,funestus-lineageI-clusterB,minus,het,minus,het,plus
VBS17718,Uradi,"Bungoma County,",Kenya,KEN,34.543,0.98,Outdoor,2016-10-01,Deepers,Collins et al 1987,Anopheles funestus s.s,1.435,F,Kenya_Western-Prov,#9467bd,EQ_east,#9467bd,funestus-lineageI-clusterB,minus,minus,minus,het,het
VBS17719,Uradi,"Bungoma County,",Kenya,KEN,34.543,0.98,Outdoor,2016-10-01,Deepers,Collins et al 1987,Anopheles funestus s.s,3.088,F,Kenya_Western-Prov,#9467bd,EQ_east,#9467bd,funestus-lineageI-clusterB,minus,het,het,minus,plus
VBS17720,Uradi,"Bungoma County,",Kenya,KEN,34.543,0.98,Outdoor,2016-10-01,Deepers,Collins et al 1987,Anopheles funestus s.s,1.041,F,Kenya_Western-Prov,#9467bd,EQ_east,#9467bd,funestus-lineageI-clusterB,minus,minus,minus,minus,plus
VBS17721,Uradi,"Bungoma County,",Kenya,KEN,34.543,0.98,Outdoor,2016-10-01,Deepers,Collins et al 1987,Anopheles funestus s.s,1.48,F,Kenya_Western-Prov,#9467bd,EQ_east,#9467bd,funestus-lineageI-clusterB,minus,minus,minus,minus,plus
VBS17722,Nyamilu,"Migori County,",Kenya,KEN,34.391,-1.074,Outdoor,2016-10-01,Deepers,Collins et al 1987,Anopheles funestus s.s,2.894,F,Kenya_Nyanza-Prov,#9467bd,EQ_east,#9467bd,funestus-lineageI-clusterB,het,minus,minus,het,het
VBS17723,Awendo,"Migori County,",Kenya,KEN,34.533,-0.901,Outdoor,2016-10-01,Deepers,Collins et al 1987,Anopheles funestus s.s,0.473,F,Kenya_Nyanza-Prov,#9467bd,EQ_east,#9467bd,funestus-lineageI-clusterA,het,minus,minus,het,het
VBS17724,Awendo,"Migori County,",Kenya,KEN,34.533,-0.901,Outdoor,2016-10-01,Deepers,Collins et al 1987,Anopheles funestus s.s,1.347,F,Kenya_Nyanza-Prov,#9467bd,EQ_east,#9467bd,funestus-lineageI-clusterB,minus,minus,minus,plus,het
VBS17725,Awendo,"Migori County,",Kenya,KEN,34.533,-0.901,Outdoor,2016-10-01,Deepers,Collins et al 1987,Anopheles funestus s.s,0.973,F,Kenya_Nyanza-Prov,#9467bd,EQ_east,#9467bd,funestus-lineageI-clusterB,het,minus,minus,minus,plus
VBS17726,Awendo,"Migori County,",Kenya,KEN,34.533,-0.901,Outdoor,2016-10-01,Deepers,Collins et al 1987,Anopheles funestus s.s,1.582,F,Kenya_Nyanza-Prov,#9467bd,EQ_east,#9467bd,funestus-lineageI-clusterB,minus,het,het,het,plus
VBS24095,Palmeiras,"Maputo, Manhica",Mozambique,MOZ,32.877,-25.265,Indoor,2018-01-24,manual aspiration(mouth aspiration),"Santos et al. 2018, MinElute PCR Purification Kit (catalog number 28004)",Anopheles funestus sl,5.7,F,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageII,minus,plus,minus,plus,plus
VBS24096,Palmeiras,"Maputo, Manhica",Mozambique,MOZ,32.877,-25.265,Indoor,2018-01-24,manual aspiration(mouth aspiration),"Santos et al. 2018, MinElute PCR Purification Kit (catalog number 28004)",Anopheles funestus sl,8.2,F,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageI-clusterA,plus,plus,plus,plus,plus
VBS24097,Palmeiras,"Maputo, Manhica",Mozambique,MOZ,32.877,-25.265,Indoor,2018-01-24,manual aspiration(mouth aspiration),"Santos et al. 2018, MinElute PCR Purification Kit (catalog number 28004)",Anopheles funestus sl,4.7,F,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageII,het,plus,het,plus,plus
VBS24098,Palmeiras,"Maputo, Manhica",Mozambique,MOZ,32.877,-25.265,Indoor,2018-01-24,manual aspiration(mouth aspiration),"Santos et al. 2018, MinElute PCR Purification Kit (catalog number 28004)",Anopheles funestus sl,2.5,F,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageII,plus,plus,plus,plus,plus
VBS24101,Palmeiras,"Maputo, Manhica",Mozambique,MOZ,32.877,-25.265,Indoor,2018-01-24,manual aspiration(mouth aspiration),"Santos et al. 2018, MinElute 96 UF PCR purification",Anopheles funestus sl,2.8,F,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageII,plus,plus,plus,plus,plus
VBS24104,Palmeiras,"Maputo, Manhica",Mozambique,MOZ,32.877,-25.265,Indoor,2018-02-01,manual aspiration(mouth aspiration),"Santos et al. 2018, MinElute 96 UF PCR purification",Anopheles funestus sl,15.1,F,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageII,plus,plus,minus,plus,plus
VBS24105,Palmeiras,"Maputo, Manhica",Mozambique,MOZ,32.877,-25.265,Indoor,2018-01-24,manual aspiration(mouth aspiration),"Santos et al. 2018, MinElute PCR Purification Kit (catalog number 28004), Santos et al. 2018, MinElute 96 UF PCR purification",Anopheles funestus sl,3.8,F,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageII,het,plus,plus,plus,plus
VBS24117,Palmeiras,"Maputo, Manhica",Mozambique,MOZ,32.877,-25.265,Indoor,2018-01-24,manual aspiration(mouth aspiration),buffer A + MinElute UF (50ul),Anopheles funestus sl,3.85,F,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageII,minus,plus,het,plus,plus
VBS24118,Palmeiras,"Maputo, Manhica",Mozambique,MOZ,32.877,-25.265,Indoor,2018-01-24,manual aspiration(mouth aspiration),buffer A + MinElute UF (50ul),Anopheles funestus sl,1.35,F,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageI-clusterA,minus,plus,plus,plus,plus
VBS24119,Palmeiras,"Maputo, Manhica",Mozambique,MOZ,32.877,-25.265,Indoor,2018-01-24,manual aspiration(mouth aspiration),buffer A + MinElute UF (50ul),Anopheles funestus sl,6.86,F,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageI-clusterA,minus,plus,plus,plus,plus
VBS24120,Palmeiras,"Maputo, Manhica",Mozambique,MOZ,32.877,-25.265,Indoor,2018-01-24,manual aspiration(mouth aspiration),buffer A + MinElute UF (50ul),Anopheles funestus sl,8.29,F,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageII,het,plus,plus,plus,plus
VBS24121,Palmeiras,"Maputo, Manhica",Mozambique,MOZ,32.877,-25.265,Indoor,2018-01-24,manual aspiration(mouth aspiration),buffer A + MinElute UF (50ul),Anopheles funestus sl,6.04,F,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageII,minus,plus,het,plus,plus
VBS24122,Palmeiras,"Maputo, Manhica",Mozambique,MOZ,32.877,-25.265,Indoor,2018-02-01,manual aspiration(mouth aspiration),buffer A + MinElute UF (50ul),Anopheles funestus sl,1.76,F,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageI-clusterA,het,plus,plus,plus,plus
VBS24123,Palmeiras,"Maputo, Manhica",Mozambique,MOZ,32.877,-25.265,Indoor,2018-02-01,manual aspiration(mouth aspiration),buffer A + MinElute UF (50ul),Anopheles funestus sl,10.98,F,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageII,het,het,minus,plus,plus
VBS24124,Palmeiras,"Maputo, Manhica",Mozambique,MOZ,32.877,-25.265,Indoor,2018-01-24,manual aspiration(mouth aspiration),buffer A + MinElute UF (50ul),Anopheles funestus sl,3.13,F,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageII,minus,plus,plus,plus,plus
VBS24125,Palmeiras,"Maputo, Manhica",Mozambique,MOZ,32.877,-25.265,Indoor,2018-01-24,manual aspiration(mouth aspiration),buffer C + MinElute UF (50ul),Anopheles funestus sl,1.41,F,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageI-clusterA,minus,plus,minus,plus,plus
VBS24126,Palmeiras,"Maputo, Manhica",Mozambique,MOZ,32.877,-25.265,Indoor,2018-01-24,manual aspiration(mouth aspiration),buffer C + MinElute UF (50ul),Anopheles funestus sl,4.43,F,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageI-clusterA,plus,plus,plus,plus,plus
VBS24127,Palmeiras,"Maputo, Manhica",Mozambique,MOZ,32.877,-25.265,Indoor,2018-01-24,manual aspiration(mouth aspiration),buffer C + MinElute UF (50ul),Anopheles funestus sl,2.22,F,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageII,het,plus,plus,plus,plus
VBS24128,Palmeiras,"Maputo, Manhica",Mozambique,MOZ,32.877,-25.265,Indoor,2018-01-24,manual aspiration(mouth aspiration),buffer C + MinElute UF (50ul),Anopheles funestus sl,1.13,F,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageII,minus,plus,minus,plus,plus
VBS24129,Palmeiras,"Maputo, Manhica",Mozambique,MOZ,32.877,-25.265,Indoor,2018-01-24,manual aspiration(mouth aspiration),buffer C + MinElute UF (50ul),Anopheles funestus sl,6.45,F,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageII,plus,het,minus,plus,plus
VBS24130,Palmeiras,"Maputo, Manhica",Mozambique,MOZ,32.877,-25.265,Indoor,2018-01-24,manual aspiration(mouth aspiration),buffer C + MinElute UF (50ul),Anopheles funestus sl,3.46,F,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageI-clusterA,minus,plus,het,plus,plus
VBS24132,Palmeiras,"Maputo, Manhica",Mozambique,MOZ,32.877,-25.265,Indoor,2018-01-24,manual aspiration(mouth aspiration),buffer C + MinElute UF (50ul),Anopheles funestus sl,1.39,F,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageI-clusterA,minus,plus,plus,plus,plus
VBS24135,Palmeiras,"Maputo, Manhica",Mozambique,MOZ,32.877,-25.265,Indoor,2018-02-01,manual aspiration(mouth aspiration),buffer G + MinElute UF (50ul),Anopheles funestus sl,2.16,F,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageI-clusterA,het,plus,plus,plus,plus
VBS24137,Palmeiras,"Maputo, Manhica",Mozambique,MOZ,32.877,-25.265,Indoor,2018-01-24,manual aspiration(mouth aspiration),buffer G + MinElute UF (50ul),Anopheles funestus sl,1.49,F,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageII,minus,plus,plus,plus,plus
VBS24138,Palmeiras,"Maputo, Manhica",Mozambique,MOZ,32.877,-25.265,Indoor,2018-01-24,manual aspiration(mouth aspiration),buffer G + MinElute UF (50ul),Anopheles funestus sl,3.18,F,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageII,het,plus,het,plus,plus
VBS24141,Palmeiras,"Maputo, Manhica",Mozambique,MOZ,32.877,-25.265,Indoor,2018-01-24,manual aspiration(mouth aspiration),Buffer C + MinElute UF,Anopheles funestus sl,10.05,F,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageI-clusterA,het,plus,plus,plus,plus
VBS24142,Palmeiras,"Maputo, Manhica",Mozambique,MOZ,32.877,-25.265,Indoor,2018-01-24,manual aspiration(mouth aspiration),Buffer C + MinElute UF,Anopheles funestus sl,15.89,F,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageII,minus,plus,plus,plus,plus
VBS24143,Palmeiras,"Maputo, Manhica",Mozambique,MOZ,32.877,-25.265,Indoor,2018-01-24,manual aspiration(mouth aspiration),Buffer C + MinElute UF,Anopheles funestus sl,2.72,F,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageII,plus,het,het,plus,plus
VBS24144,Palmeiras,"Maputo, Manhica",Mozambique,MOZ,32.877,-25.265,Indoor,2018-01-24,manual aspiration(mouth aspiration),Buffer C + MinElute UF,Anopheles funestus sl,6.07,F,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageII,het,het,minus,plus,plus
VBS24145,Palmeiras,"Maputo, Manhica",Mozambique,MOZ,32.877,-25.265,Indoor,2018-01-24,manual aspiration(mouth aspiration),Buffer C + MinElute UF,Anopheles funestus sl,6.93,F,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageII,het,het,minus,plus,plus
VBS24147,Palmeiras,"Maputo, Manhica",Mozambique,MOZ,32.877,-25.265,Indoor,2018-01-24,manual aspiration(mouth aspiration),Buffer C + MinElute UF,Anopheles funestus sl,13.46,F,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageII,het,plus,plus,plus,plus
VBS24148,Palmeiras,"Maputo, Manhica",Mozambique,MOZ,32.877,-25.265,Indoor,2018-01-24,manual aspiration(mouth aspiration),Buffer C + MinElute UF,Anopheles funestus sl,1.78,F,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageI-clusterA,minus,het,minus,plus,plus
VBS24149,Palmeiras,"Maputo, Manhica",Mozambique,MOZ,32.877,-25.265,Indoor,2018-01-24,manual aspiration(mouth aspiration),Buffer C + MinElute UF,Anopheles funestus sl,6.99,M,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageII,minus,plus,het,plus,plus
VBS24150,Palmeiras,"Maputo, Manhica",Mozambique,MOZ,32.877,-25.265,Indoor,2018-01-24,manual aspiration(mouth aspiration),Buffer C + MinElute UF,Anopheles funestus sl,9.22,M,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageI-clusterA,het,plus,minus,plus,plus
VBS24152,Palmeiras,"Maputo, Manhica",Mozambique,MOZ,32.877,-25.265,Indoor,2018-02-01,manual aspiration(mouth aspiration),Buffer C + MinElute UF,Anopheles funestus sl,6.88,F,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageI-clusterA,het,plus,het,plus,plus
VBS24153,Palmeiras,"Maputo, Manhica",Mozambique,MOZ,32.877,-25.265,Indoor,2018-01-24,manual aspiration(mouth aspiration),Buffer C + MinElute UF,Anopheles funestus sl,5.49,M,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageII,het,plus,plus,plus,plus
VBS24154,Palmeiras,"Maputo, Manhica",Mozambique,MOZ,32.877,-25.265,Indoor,2018-01-24,manual aspiration(mouth aspiration),Buffer C + MinElute UF,Anopheles funestus sl,5.29,M,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageI-clusterA,het,plus,plus,plus,plus
VBS24155,Palmeiras,"Maputo, Manhica",Mozambique,MOZ,32.877,-25.265,Indoor,2018-02-01,manual aspiration(mouth aspiration),Buffer C + MinElute UF,Anopheles funestus sl,14.52,F,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageII,minus,het,het,plus,plus
VBS24156,Palmeiras,"Maputo, Manhica",Mozambique,MOZ,32.877,-25.265,Indoor,2018-01-24,manual aspiration(mouth aspiration),Buffer C + MinElute UF,Anopheles funestus sl,7.08,M,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageII,het,plus,het,plus,plus
VBS24157,Palmeiras,"Maputo, Manhica",Mozambique,MOZ,32.877,-25.265,Indoor,2018-02-01,manual aspiration(mouth aspiration),Buffer C + MinElute UF,Anopheles funestus sl,18.48,F,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageI-clusterA,minus,het,het,plus,plus
VBS24159,Palmeiras,"Maputo, Manhica",Mozambique,MOZ,32.877,-25.265,Indoor,2018-01-24,manual aspiration(mouth aspiration),Buffer C + MinElute UF,Anopheles funestus sl,6.4,M,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageII,het,plus,plus,plus,plus
VBS24160,Palmeiras,"Maputo, Manhica",Mozambique,MOZ,32.877,-25.265,Indoor,2018-02-01,manual aspiration(mouth aspiration),Buffer C + MinElute UF,Anopheles funestus sl,17.88,F,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageI-clusterA,minus,het,het,plus,plus
VBS24161,Palmeiras,"Maputo, Manhica",Mozambique,MOZ,32.877,-25.265,Indoor,2018-01-24,manual aspiration(mouth aspiration),Buffer C + MinElute UF,Anopheles funestus sl,4.34,M,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageI-clusterA,het,het,het,plus,plus
VBS24162,Palmeiras,"Maputo, Manhica",Mozambique,MOZ,32.877,-25.265,Indoor,2018-01-24,manual aspiration(mouth aspiration),Buffer C + MinElute UF,Anopheles funestus sl,8.77,M,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageII,het,plus,plus,plus,plus
VBS24163,Palmeiras,"Maputo, Manhica",Mozambique,MOZ,32.877,-25.265,Indoor,2018-01-24,manual aspiration(mouth aspiration),Buffer C + MinElute UF,Anopheles funestus sl,2.78,M,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageII,het,het,minus,plus,plus
VBS24164,Palmeiras,"Maputo, Manhica",Mozambique,MOZ,32.877,-25.265,Indoor,2018-02-01,manual aspiration(mouth aspiration),Buffer C + MinElute UF,Anopheles funestus sl,34.47,F,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageI-clusterA,plus,plus,plus,plus,plus
VBS24165,Palmeiras,"Maputo, Manhica",Mozambique,MOZ,32.877,-25.265,Indoor,2018-01-24,manual aspiration(mouth aspiration),Buffer C + MinElute UF,Anopheles funestus sl,6.98,M,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageI-clusterA,het,plus,plus,plus,plus
VBS24166,Palmeiras,"Maputo, Manhica",Mozambique,MOZ,32.877,-25.265,Indoor,2018-01-24,manual aspiration(mouth aspiration),Buffer C + MinElute UF,Anopheles funestus sl,8.93,M,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageII,het,plus,het,plus,plus
VBS24167,Palmeiras,"Maputo, Manhica",Mozambique,MOZ,32.877,-25.265,Indoor,2018-02-01,manual aspiration(mouth aspiration),Buffer C + MinElute UF,Anopheles funestus sl,13.96,F,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageII,het,plus,plus,plus,plus
VBS24168,Palmeiras,"Maputo, Manhica",Mozambique,MOZ,32.877,-25.265,Indoor,2018-02-01,manual aspiration(mouth aspiration),Buffer C + MinElute UF,Anopheles funestus sl,10.81,F,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageII,het,plus,minus,plus,plus
VBS24169,Palmeiras,"Maputo, Manhica",Mozambique,MOZ,32.877,-25.265,Indoor,2018-01-24,manual aspiration(mouth aspiration),Buffer C + MinElute UF,Anopheles funestus sl,7.4,M,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageII,minus,het,het,plus,plus
VBS24170,Palmeiras,"Maputo, Manhica",Mozambique,MOZ,32.877,-25.265,Indoor,2018-01-24,manual aspiration(mouth aspiration),Buffer C + MinElute UF,Anopheles funestus sl,7.14,M,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageII,minus,plus,het,plus,plus
VBS24171,Palmeiras,"Maputo, Manhica",Mozambique,MOZ,32.877,-25.265,Indoor,2018-02-01,manual aspiration(mouth aspiration),Buffer C + MinElute UF,Anopheles funestus sl,15.93,F,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageI-clusterA,minus,plus,plus,plus,plus
VBS24172,Palmeiras,"Maputo, Manhica",Mozambique,MOZ,32.877,-25.265,Indoor,2018-01-24,manual aspiration(mouth aspiration),Buffer C + MinElute UF,Anopheles funestus sl,3.02,M,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageII,minus,plus,het,plus,plus
VBS24173,Palmeiras,"Maputo, Manhica",Mozambique,MOZ,32.877,-25.265,Indoor,2018-01-24,manual aspiration(mouth aspiration),Buffer C + MinElute UF,Anopheles funestus sl,6.12,M,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageII,minus,plus,het,plus,plus
VBS24174,Palmeiras,"Maputo, Manhica",Mozambique,MOZ,32.877,-25.265,Indoor,2018-02-01,manual aspiration(mouth aspiration),Buffer C + MinElute UF,Anopheles funestus sl,4.02,F,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageII,minus,plus,het,plus,plus
VBS24175,Palmeiras,"Maputo, Manhica",Mozambique,MOZ,32.877,-25.265,Indoor,2018-02-01,manual aspiration(mouth aspiration),Buffer C + MinElute UF,Anopheles funestus sl,11.86,F,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageI-clusterA,minus,het,plus,plus,plus
VBS24176,Palmeiras,"Maputo, Manhica",Mozambique,MOZ,32.877,-25.265,Indoor,2018-02-01,manual aspiration(mouth aspiration),Buffer C + MinElute UF,Anopheles funestus sl,3.68,F,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageI-clusterA,minus,plus,plus,plus,plus
VBS24177,Palmeiras,"Maputo, Manhica",Mozambique,MOZ,32.877,-25.265,Indoor,2018-02-01,manual aspiration(mouth aspiration),Buffer C + MinElute UF,Anopheles funestus sl,13.87,F,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageII,het,plus,plus,plus,plus
VBS24178,Palmeiras,"Maputo, Manhica",Mozambique,MOZ,32.877,-25.265,Indoor,2018-01-24,manual aspiration(mouth aspiration),Buffer C + MinElute UF,Anopheles funestus sl,7.1,M,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageII,het,plus,plus,plus,plus
VBS24179,Palmeiras,"Maputo, Manhica",Mozambique,MOZ,32.877,-25.265,Indoor,2018-01-24,manual aspiration(mouth aspiration),Buffer C + MinElute UF,Anopheles funestus sl,8.9,F,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageI-clusterA,het,plus,plus,plus,plus
VBS24180,Palmeiras,"Maputo, Manhica",Mozambique,MOZ,32.877,-25.265,Indoor,2018-01-24,manual aspiration(mouth aspiration),Buffer C + MinElute UF,Anopheles funestus sl,3.33,M,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageI-clusterA,het,plus,plus,plus,plus
VBS24181,Palmeiras,"Maputo, Manhica",Mozambique,MOZ,32.877,-25.265,Indoor,2018-02-01,manual aspiration(mouth aspiration),Buffer C + MinElute UF,Anopheles funestus sl,9.51,F,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageII,het,plus,plus,plus,plus
VBS24182,Palmeiras,"Maputo, Manhica",Mozambique,MOZ,32.877,-25.265,Indoor,2018-02-01,manual aspiration(mouth aspiration),Buffer C + MinElute UF,Anopheles funestus sl,9.85,F,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageII,het,plus,plus,plus,plus
VBS24183,Palmeiras,"Maputo, Manhica",Mozambique,MOZ,32.877,-25.265,Indoor,2018-01-24,manual aspiration(mouth aspiration),Buffer C + MinElute UF,Anopheles funestus sl,4.8,M,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageII,het,plus,het,plus,plus
VBS24184,Palmeiras,"Maputo, Manhica",Mozambique,MOZ,32.877,-25.265,Indoor,2018-02-01,manual aspiration(mouth aspiration),Buffer C + MinElute UF,Anopheles funestus sl,9.07,F,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageI-clusterA,het,plus,minus,plus,plus
VBS24185,Palmeiras,"Maputo, Manhica",Mozambique,MOZ,32.877,-25.265,Indoor,2018-02-01,manual aspiration(mouth aspiration),Buffer C + MinElute UF,Anopheles funestus sl,7.32,F,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageII,het,plus,plus,plus,plus
VBS24186,Palmeiras,"Maputo, Manhica",Mozambique,MOZ,32.877,-25.265,Indoor,2018-02-01,manual aspiration(mouth aspiration),Buffer C + MinElute UF,Anopheles funestus sl,11.01,F,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageI-clusterA,minus,plus,plus,plus,plus
VBS24187,Palmeiras,"Maputo, Manhica",Mozambique,MOZ,32.877,-25.265,Indoor,2018-02-01,manual aspiration(mouth aspiration),Buffer C + MinElute UF,Anopheles funestus sl,3.92,F,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageII,plus,plus,plus,plus,plus
VBS24188,Palmeiras,"Maputo, Manhica",Mozambique,MOZ,32.877,-25.265,Indoor,2018-02-01,manual aspiration(mouth aspiration),Buffer C + MinElute UF,Anopheles funestus sl,14.6,F,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageI-clusterA,plus,plus,plus,plus,plus
